workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-3,1,47,Canada,Male_25–60,<=50K
Private,12th,7,Never-married,Transport-moving,Own-child,White,0,0,35,United-States,Male_<25,<=50K
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,4047,0,40,United-States,Male_25–60,<=50K
Private,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,7,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,-5,0,47,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,2,0,40,Germany,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,11,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,4,Widowed,Sales,Not-in-family,White,11,0,40,United-States,Male_>60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,3,1879,48,United-States,Male_25–60,>50K
Federal-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,4,0,40,United-States,Female_25–60,>50K
Local-gov,Some-college,10,Divorced,Transport-moving,Unmarried,Black,11,0,40,United-States,Male_25–60,>50K
Private,9th,10,Never-married,Other-service,Unmarried,White,0,0,22,United-States,Female_<25,<=50K
Private,11th,10,Never-married,Sales,Own-child,White,-1,0,18,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,-3,0,40,United-States,Male_<25,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,1,0,40,United-States,Male_<25,<=50K
Private,7th-8th,14,Never-married,Sales,Not-in-family,Black,5,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,3,0,40,United-States,Female_<25,<=50K
Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,6,1864,40,United-States,Male_25–60,>50K
Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,2,0,40,United-States,Female_25–60,<=50K
State-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,-4,0,35,United-States,Male_<25,<=50K
Local-gov,7th-8th,4,Never-married,Transport-moving,Not-in-family,Black,3,0,40,Haiti,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,-5,0,40,United-States,Female_25–60,<=50K
Private,12th,7,Married-civ-spouse,Protective-serv,Husband,White,6,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,3795,0,56,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,2,0,40,Columbia,Female_25–60,>50K
Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,5,0,48,United-States,Male_25–60,<=50K
Self-emp-not-inc,11th,4,Separated,Farming-fishing,Husband,White,14,0,40,United-States,Male_25–60,<=50K
Local-gov,12th,7,Married-civ-spouse,Adm-clerical,Husband,White,4,0,40,United-States,Male_25–60,>50K
Local-gov,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,1,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Transport-moving,Not-in-family,White,-2,0,40,United-States,Female_<25,<=50K
Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,2,0,36,United-States,Male_<25,<=50K
Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,-10,0,40,United-States,Male_25–60,<=50K
Without-pay,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,3364,0,21,Germany,Male_<25,<=50K
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,-2,0,40,United-States,Male_25–60,<=50K
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,0,0,40,United-States,Male_25–60,>50K
Self-emp-inc,Prof-school,14,Married-civ-spouse,Sales,Husband,White,9,0,56,United-States,Male_>60,>50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,11,0,77,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,2,0,39,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,2,0,40,United-States,Female_25–60,<=50K
Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,2,0,21,El-Salvador,Male_<25,<=50K
State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,7727,0,40,United-States,Male_25–60,>50K
Federal-gov,Bachelors,13,Never-married,Armed-Forces,Not-in-family,White,-6,0,61,United-States,Male_<25,<=50K
Private,Bachelors,9,Divorced,Exec-managerial,Not-in-family,White,5,0,40,United-States,Female_25–60,>50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,-9,0,40,United-States,Male_25–60,<=50K
Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,-2,0,40,Cuba,Female_25–60,<=50K
Local-gov,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,14,0,41,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,10,0,40,Haiti,Male_25–60,<=50K
Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,5,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,-3,1857,40,Philippines,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-4,0,40,United-States,Male_25–60,<=50K
State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,3,0,39,United-States,Female_>60,<=50K
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,2,0,47,Japan,Female_25–60,<=50K
Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,7,0,39,United-States,Female_25–60,<=50K
Local-gov,Assoc-voc,14,Married-civ-spouse,Prof-specialty,Husband,White,-1,0,26,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,9,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,40,United-States,Male_>60,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,5,0,57,United-States,Female_25–60,>50K
Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,-3,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,-3,0,58,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Craft-repair,Unmarried,White,3,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,5,0,24,United-States,Female_<25,<=50K
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,40,United-States,Male_25–60,>50K
Private,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,White,3,0,35,United-States,Male_>60,<=50K
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,-4,0,40,United-States,Male_25–60,>50K
Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,14967,0,41,Cuba,Female_25–60,>50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,4,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,4,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,4,0,61,United-States,Male_25–60,<=50K
Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,-3,0,58,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,9,1,40,United-States,Female_>60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,2,0,40,Haiti,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,-1,0,38,United-States,Female_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,6,0,40,United-States,Male_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,3595,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Tech-support,Own-child,Black,1,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,6,0,40,Greece,Male_25–60,<=50K
Private,Some-college,10,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,4,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,0,0,35,United-States,Male_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,White,3,0,40,United-States,Female_25–60,<=50K
Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,2,0,36,United-States,Female_<25,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,107,China,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,4,0,80,Yugoslavia,Male_25–60,>50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,3643,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,-4,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-1,1853,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-6,0,80,United-States,Male_25–60,<=50K
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,4,0,48,United-States,Male_25–60,<=50K
Self-emp-inc,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,10,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,-4,0,39,United-States,Male_25–60,<=50K
Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,-3,0,22,United-States,Female_25–60,<=50K
Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,-4,0,22,United-States,Female_>60,<=50K
Private,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,7,0,40,Puerto-Rico,Male_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,7566,0,60,United-States,Female_25–60,>50K
Private,11th,4,Married-civ-spouse,Prof-specialty,Husband,White,2,0,40,South,Male_>60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,2,0,40,United-States,Male_<25,<=50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,0,0,40,United-States,Male_<25,<=50K
Local-gov,Some-college,4,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,40,Cuba,Male_25–60,<=50K
Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,8,0,40,United-States,Male_25–60,<=50K
Private,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,-9,0,57,United-States,Male_25–60,>50K
Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,-5,0,40,United-States,Female_25–60,<=50K
Private,12th,11,Never-married,Craft-repair,Not-in-family,Other,7,0,61,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,4007,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,3984,0,40,United-States,Male_25–60,<=50K
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,5,0,40,United-States,Male_>60,>50K
Self-emp-not-inc,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,-3,0,58,Scotland,Male_25–60,<=50K
Private,1st-4th,3,Never-married,Sales,Unmarried,White,11,0,40,Mexico,Female_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,-5,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,Some-college,10,Married-AF-spouse,Exec-managerial,Husband,White,8,0,58,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,1,0,21,United-States,Female_25–60,<=50K
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,-3,0,61,Puerto-Rico,Male_25–60,<=50K
Local-gov,Masters,12,Divorced,Adm-clerical,Unmarried,White,2,0,40,United-States,Female_25–60,<=50K
Federal-gov,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,3,0,59,India,Male_25–60,>50K
Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,-1,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,0,0,22,United-States,Male_>60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,10,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,-1,1861,36,Italy,Female_25–60,<=50K
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,15255,0,41,United-States,Male_25–60,>50K
Self-emp-inc,Some-college,10,Widowed,Protective-serv,Not-in-family,White,4,0,56,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,-5,0,20,United-States,Female_<25,<=50K
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,6,0,62,United-States,Male_25–60,>50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,11,0,40,United-States,Male_25–60,>50K
State-gov,Some-college,10,Divorced,Adm-clerical,Own-child,White,13,0,40,United-States,Female_25–60,<=50K
State-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,5,0,40,United-States,Male_<25,<=50K
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,2,0,40,Mexico,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,38,United-States,Male_25–60,<=50K
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,7,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,-1,0,40,United-States,Male_<25,<=50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,5,0,40,Laos,Male_25–60,>50K
Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,-1,0,24,Philippines,Male_25–60,<=50K
Private,Some-college,10,Never-married,Tech-support,Not-in-family,Other,1,0,40,United-States,Female_<25,<=50K
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,2,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,-2,0,23,United-States,Female_<25,<=50K
Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,11,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,-8,0,27,United-States,Male_>60,>50K
Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,5,0,40,United-States,Female_>60,<=50K
Private,HS-grad,9,Divorced,Protective-serv,Other-relative,White,-4,0,40,United-States,Male_25–60,<=50K
Private,12th,7,Separated,Adm-clerical,Unmarried,Black,3,0,40,United-States,Female_25–60,<=50K
Private,Preschool,5,Married-AF-spouse,Sales,Husband,White,101804,0,104,United-States,Male_25–60,<=50K
Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,4,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,101577,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,101255,0,79,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,6,0,61,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,6,0,62,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,4087,0,61,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,3,0,47,United-States,Female_25–60,<=50K
Federal-gov,HS-grad,9,Separated,Adm-clerical,Own-child,White,-2,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,-1,0,58,United-States,Male_<25,<=50K
State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,2,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,7,Divorced,Machine-op-inspct,Unmarried,Other,7,0,40,Puerto-Rico,Female_25–60,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,-3,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,5,0,40,Columbia,Female_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,2,0,40,United-States,Female_<25,<=50K
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,-6,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Separated,Transport-moving,Not-in-family,Black,-1,0,40,United-States,Female_25–60,<=50K
Private,12th,8,Never-married,Handlers-cleaners,Unmarried,White,-2,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Unmarried,White,7,0,112,United-States,Female_25–60,<=50K
Private,7th-8th,4,Never-married,Other-service,Unmarried,White,-6,0,24,United-States,Female_25–60,<=50K
Local-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,0,0,58,United-States,Male_>60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,3,0,35,United-States,Male_<25,<=50K
Local-gov,HS-grad,9,Divorced,Other-service,Own-child,White,-4,2056,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,-4,0,40,Dominican-Republic,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,4078,0,40,Philippines,Male_25–60,>50K
Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,4,0,40,United-States,Female_25–60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,7728,0,59,United-States,Female_25–60,>50K
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,7,0,40,Puerto-Rico,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Sales,Unmarried,Black,2,0,38,Haiti,Female_<25,<=50K
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,4,0,57,United-States,Male_25–60,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,4,0,61,United-States,Male_25–60,>50K
Self-emp-inc,12th,7,Married-civ-spouse,Transport-moving,Husband,Black,12,0,40,United-States,Male_25–60,>50K
Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,-4,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,7,0,40,United-States,Female_25–60,<=50K
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-3,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,7,Divorced,Adm-clerical,Unmarried,White,-4,0,40,United-States,Female_25–60,<=50K
Private,5th-6th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,White,0,0,40,United-States,Male_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,7,0,57,United-States,Male_25–60,>50K
Private,11th,7,Never-married,Craft-repair,Not-in-family,Black,3,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,-4,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Craft-repair,Husband,White,8,0,40,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,7,0,40,Japan,Female_25–60,>50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,-9,1863,40,United-States,Male_<25,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,-3,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,-5,0,38,United-States,Male_25–60,<=50K
Local-gov,HS-grad,13,Married-civ-spouse,Adm-clerical,Wife,White,-2,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,8,0,21,United-States,Female_<25,<=50K
Private,Bachelors,13,Married-spouse-absent,Sales,Own-child,Black,3670,0,40,Haiti,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Sales,Own-child,White,11,0,40,United-States,Female_25–60,<=50K
Private,12th,7,Widowed,Adm-clerical,Unmarried,White,-4,0,23,United-States,Female_>60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,0,0,58,United-States,Female_25–60,>50K
Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,9,0,40,Puerto-Rico,Male_25–60,>50K
Local-gov,HS-grad,9,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,0,0,40,United-States,Female_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,100143,0,48,United-States,Male_25–60,>50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,7678,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,-2,0,57,United-States,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,14,0,61,United-States,Male_25–60,>50K
Private,HS-grad,16,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,7,0,40,United-States,Male_>60,<=50K
Private,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,10,0,40,Honduras,Male_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,5,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,-7,0,40,Philippines,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,6,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Other-relative,White,-1,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Sales,Not-in-family,White,0,1861,39,United-States,Female_25–60,<=50K
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,-1,0,40,United-States,Female_<25,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,3,1834,40,United-States,Male_25–60,<=50K
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,3,0,37,United-States,Female_25–60,<=50K
Private,Bachelors,13,Never-married,Prof-specialty,Husband,White,2,0,58,United-States,Male_25–60,>50K
Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,White,7,0,55,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,7,0,22,United-States,Female_>60,>50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,4,0,40,Thailand,Female_25–60,>50K
Private,11th,7,Separated,Craft-repair,Unmarried,White,-5,0,40,United-States,Female_25–60,<=50K
Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,0,0,40,Mexico,Male_25–60,<=50K
Private,10th,7,Widowed,Tech-support,Unmarried,White,3914,0,40,United-States,Female_>60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,7,0,112,United-States,Male_>60,<=50K
Private,10th,6,Separated,Transport-moving,Unmarried,Black,2,0,40,United-States,Female_25–60,<=50K
Private,10th,7,Never-married,Sales,Own-child,White,0,0,40,England,Female_25–60,<=50K
Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,0,0,39,United-States,Female_25–60,<=50K
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,5,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,-7,0,40,United-States,Male_25–60,<=50K
Private,12th,8,Never-married,Craft-repair,Own-child,White,5,0,39,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,0,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,-1,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Sales,Other-relative,Other,-3,0,40,Ecuador,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,2,0,40,United-States,Male_>60,<=50K
Federal-gov,Some-college,10,Divorced,Transport-moving,Unmarried,Black,6,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,4,0,58,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,-5,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,8,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,8,0,40,Thailand,Male_25–60,>50K
Local-gov,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,1,0,47,United-States,Female_25–60,<=50K
Federal-gov,Assoc-voc,11,Never-married,Armed-Forces,Not-in-family,White,5,0,40,United-States,Male_25–60,<=50K
Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-6,0,39,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,15,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Masters,14,Widowed,Exec-managerial,Other-relative,White,4,0,40,Canada,Female_>60,>50K
Self-emp-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,1,0,57,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Sales,Own-child,White,12,0,38,United-States,Female_<25,<=50K
