workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Self-emp-inc,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,5,1861,80,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-1,0,39,England,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Local-gov,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,4,0,48,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,1,0,23,United-States,Male_<25,<=50K
Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,-13,0,40,United-States,Male_25–60,<=50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,99987,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-6,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,9,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Male_>60,>50K
State-gov,Doctorate,16,Married-civ-spouse,Other-service,Husband,White,-3,0,26,United-States,Male_>60,<=50K
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,8,0,48,United-States,Female_25–60,>50K
State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,-2,0,40,United-States,Female_25–60,>50K
Private,Some-college,10,Never-married,Protective-serv,Wife,White,7,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Handlers-cleaners,Wife,Black,7,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Some-college,10,Divorced,Sales,Unmarried,White,2,0,22,United-States,Female_25–60,<=50K
Private,Bachelors,13,Widowed,Sales,Not-in-family,White,6,0,40,United-States,Female_>60,>50K
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,11,0,56,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,2,0,35,United-States,Female_<25,<=50K
Private,10th,6,Divorced,Other-service,Unmarried,Black,11,0,22,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,11,Married-civ-spouse,Other-service,Wife,White,9,0,40,United-States,Female_25–60,>50K
State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,5,0,58,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,Black,12,0,39,United-States,Female_<25,<=50K
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,1,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,6,0,57,South,Male_25–60,<=50K
Private,5th-6th,3,Divorced,Other-service,Not-in-family,White,1,0,39,Mexico,Female_25–60,<=50K
Self-emp-inc,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,White,3708,0,40,Mexico,Male_>60,<=50K
Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,9,0,61,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Other,3,0,40,Dominican-Republic,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,-2,0,36,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,9,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,2,0,57,United-States,Male_25–60,>50K
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,1,0,40,Mexico,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,-3,0,62,United-States,Male_25–60,<=50K
Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,48,United-States,Male_25–60,>50K
Private,10th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,-2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,5,0,22,United-States,Male_<25,<=50K
Private,12th,7,Married-civ-spouse,Adm-clerical,Husband,White,2,0,58,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-spouse-absent,Priv-house-serv,Not-in-family,White,-2,0,37,United-States,Female_25–60,<=50K
Private,5th-6th,4,Married-civ-spouse,Priv-house-serv,Unmarried,White,6,0,47,Hungary,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,5,0,39,United-States,Male_<25,<=50K
Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,5,0,62,Mexico,Male_25–60,<=50K
Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Own-child,White,14,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,12th,7,Married-civ-spouse,Farming-fishing,Wife,White,1,0,35,United-States,Male_<25,<=50K
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,Cambodia,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,3912,0,22,Jamaica,Female_25–60,>50K
Private,Assoc-voc,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,3545,0,61,Philippines,Female_25–60,<=50K
Private,Bachelors,13,Separated,Other-service,Unmarried,Black,-5,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,14,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,0,0,37,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Other,15,0,40,United-States,Male_<25,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,0,0,24,United-States,Female_>60,<=50K
Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,-4,0,40,United-States,Female_25–60,>50K
Private,Some-college,10,Never-married,Other-service,Not-in-family,White,2,0,36,United-States,Male_<25,<=50K
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,Female_25–60,<=50K
Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,1,0,40,Columbia,Female_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,5,0,39,United-States,Male_>60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,4,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,-6,0,40,Puerto-Rico,Male_25–60,<=50K
State-gov,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,3,0,40,United-States,Male_25–60,>50K
Private,9th,4,Separated,Protective-serv,Not-in-family,White,6,0,39,United-States,Female_25–60,<=50K
Private,Assoc-acdm,12,Separated,Tech-support,Unmarried,White,1,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,6,0,48,United-States,Male_25–60,>50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,0,2116,40,Germany,Female_>60,>50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-1,0,40,United-States,Male_25–60,>50K
State-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,-7,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,2,0,48,United-States,Male_25–60,<=50K
Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,-2,0,39,Mexico,Male_25–60,>50K
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,7624,0,40,United-States,Female_25–60,>50K
Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,3521,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,61,United-States,Female_>60,>50K
Private,10th,7,Married-civ-spouse,Transport-moving,Husband,White,-11,0,56,United-States,Male_25–60,<=50K
State-gov,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,4,0,40,United-States,Male_25–60,<=50K
Private,Preschool,1,Never-married,Other-service,Not-in-family,White,10,0,38,Mexico,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,9,0,58,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,5,0,40,United-States,Female_25–60,<=50K
Private,Some-college,9,Married-civ-spouse,Handlers-cleaners,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Private,10th,5,Never-married,Handlers-cleaners,Own-child,White,-6,0,21,United-States,Male_<25,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,3829,0,61,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,-4,0,35,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,-2,1863,40,United-States,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,5,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,5,0,40,United-States,Male_>60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,4,0,40,United-States,Male_25–60,>50K
Private,12th,7,Never-married,Craft-repair,Own-child,White,8,0,21,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,7,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Protective-serv,Unmarried,Other,-1,0,38,United-States,Male_25–60,<=50K
Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,2,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Divorced,Sales,Unmarried,White,1,0,47,United-States,Female_25–60,<=50K
Private,7th-8th,5,Never-married,Other-service,Unmarried,White,4,0,40,Yugoslavia,Male_25–60,<=50K
Private,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,-4,0,40,Guatemala,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,-3,0,26,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,Black,4,0,20,United-States,Male_<25,<=50K
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,4,0,40,United-States,Male_25–60,>50K
State-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,1,0,40,United-States,Female_25–60,<=50K
Local-gov,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,White,-12,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Unmarried,White,1,0,62,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,10,0,57,Yugoslavia,Female_25–60,>50K
State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,99989,0,57,Hong,Male_>60,<=50K
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,3512,0,47,England,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,10,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,1,0,37,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,-1,1851,25,United-States,Female_<25,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-5,0,57,United-States,Male_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,-11,1856,25,United-States,Female_25–60,>50K
Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,-4,0,57,United-States,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,-9,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,-5,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0,40,Philippines,Male_>60,<=50K
Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,-3,0,40,Puerto-Rico,Female_25–60,<=50K
Private,Assoc-voc,11,Never-married,Other-service,Other-relative,White,-5,0,46,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Wife,Black,5,0,40,Trinadad&Tobago,Female_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,7618,0,40,United-States,Male_25–60,>50K
Without-pay,11th,7,Married-civ-spouse,Other-service,Husband,White,-3,0,40,United-States,Male_>60,<=50K
Private,11th,7,Divorced,Adm-clerical,Unmarried,White,0,0,36,United-States,Female_25–60,<=50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,-2,1862,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,-5,0,39,United-States,Female_25–60,<=50K
Private,1st-4th,3,Never-married,Farming-fishing,Husband,White,0,0,106,El-Salvador,Male_25–60,<=50K
State-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,3308,0,40,United-States,Female_25–60,>50K
Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,-1,0,40,India,Female_<25,<=50K
State-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,0,2069,57,United-States,Female_25–60,<=50K
Local-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,-4,0,55,United-States,Female_<25,<=50K
Private,Bachelors,13,Divorced,Sales,Not-in-family,White,1,0,62,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,4,0,114,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,3878,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,9,0,22,United-States,Female_<25,<=50K
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,0,0,119,United-States,Male_25–60,>50K
State-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,-4,0,40,United-States,Female_>60,<=50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,7,0,40,United-States,Male_25–60,<=50K
Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,-7,0,118,United-States,Male_25–60,<=50K
Private,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,6,0,40,Mexico,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-5,0,40,Canada,Male_25–60,>50K
Self-emp-inc,HS-grad,16,Married-civ-spouse,Craft-repair,Husband,White,3946,0,35,United-States,Male_>60,<=50K
Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,1,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,2,0,40,Philippines,Male_25–60,<=50K
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,2,0,40,United-States,Female_>60,<=50K
Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,7404,0,40,South,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,1,0,40,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Divorced,Farming-fishing,Unmarried,White,3,0,79,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,2,0,22,United-States,Female_25–60,<=50K
Private,11th,7,Never-married,Sales,Own-child,White,13,1,48,United-States,Male_25–60,<=50K
Federal-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,-8,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,-1,0,40,Philippines,Male_25–60,<=50K
Private,9th,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,40,Peru,Male_25–60,<=50K
Private,Some-college,10,Never-married,Craft-repair,Own-child,White,6,0,107,United-States,Male_<25,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,7,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,-2,0,54,Jamaica,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Private,9th,5,Separated,Craft-repair,Unmarried,White,6,0,40,United-States,Female_25–60,<=50K
Private,11th,5,Never-married,Farming-fishing,Not-in-family,White,6,0,56,Puerto-Rico,Male_25–60,<=50K
Private,10th,6,Divorced,Handlers-cleaners,Own-child,White,3,0,40,United-States,Female_<25,<=50K
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,-3,0,40,United-States,Female_<25,<=50K
State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,-4,0,40,United-States,Female_25–60,<=50K
Local-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,4,0,59,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,8,0,40,Trinadad&Tobago,Female_25–60,<=50K
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,10,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,2,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,2,0,23,United-States,Female_<25,<=50K
Local-gov,Some-college,10,Never-married,Exec-managerial,Husband,White,8,1,40,United-States,Male_25–60,>50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,-2,2121,58,United-States,Male_25–60,>50K
Private,Bachelors,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,7,0,40,Philippines,Female_25–60,>50K
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,7620,0,59,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,3,0,40,Iran,Male_25–60,<=50K
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,9,0,57,United-States,Male_25–60,>50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,-6,0,56,Taiwan,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,-3,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Assoc-acdm,10,Divorced,Exec-managerial,Not-in-family,White,3774,0,58,United-States,Female_25–60,<=50K
Local-gov,Some-college,10,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,3,0,40,United-States,Male_25–60,<=50K
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,-1,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,10th,4,Married-civ-spouse,Exec-managerial,Husband,White,0,0,57,United-States,Male_25–60,<=50K
Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,White,-3,0,21,United-States,Female_>60,<=50K
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,4,0,39,United-States,Female_25–60,<=50K
State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,62,United-States,Male_25–60,<=50K
Private,HS-grad,9,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,-2,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Married-spouse-absent,Transport-moving,Not-in-family,White,7,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,3427,0,40,United-States,Female_25–60,>50K
Private,Some-college,10,Divorced,Priv-house-serv,Unmarried,Black,6,0,37,United-States,Female_25–60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,13,0,40,United-States,Male_25–60,>50K
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,3,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,White,7,0,48,United-States,Male_25–60,<=50K
Private,12th,14,Married-civ-spouse,Craft-repair,Husband,White,15064,0,57,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,6,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,-1,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,7,0,40,United-States,Female_<25,<=50K
State-gov,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,1,2086,39,United-States,Male_25–60,>50K
Private,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,9,0,47,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,7,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,5th-6th,4,Married-civ-spouse,Prof-specialty,Husband,White,-2,0,56,United-States,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,2,0,22,United-States,Female_25–60,<=50K
Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,2,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,6,0,40,United-States,Female_25–60,<=50K
Private,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,5,0,40,Jamaica,Female_25–60,>50K
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,5,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,8,0,40,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Never-married,Sales,Other-relative,White,6,0,40,United-States,Male_25–60,>50K
Private,Assoc-acdm,4,Divorced,Sales,Not-in-family,Asian-Pac-Islander,0,0,40,Philippines,Male_>60,<=50K
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,5,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,4,0,36,United-States,Female_>60,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,White,2,0,37,United-States,Female_>60,<=50K
Private,Some-college,10,Never-married,Sales,Not-in-family,White,4,0,40,United-States,Female_25–60,<=50K
Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,-7,0,40,United-States,Male_>60,<=50K
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,5,0,40,Hong,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,9,0,40,United-States,Female_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Black,-5,0,25,Philippines,Male_25–60,<=50K
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,2,0,59,United-States,Male_25–60,>50K
Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,3824,0,40,United-States,Female_25–60,>50K
Private,9th,5,Never-married,Adm-clerical,Other-relative,Black,1,0,38,United-States,Female_25–60,<=50K
Local-gov,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,Bachelors,13,Divorced,Other-service,Not-in-family,White,1,0,57,Germany,Female_25–60,<=50K
Local-gov,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,100818,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Widowed,Sales,Unmarried,White,2,0,22,United-States,Female_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,-1,0,40,India,Male_25–60,<=50K
Self-emp-not-inc,Assoc-voc,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,1,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,6,0,38,United-States,Male_<25,<=50K
Local-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,-7,0,38,United-States,Female_>60,<=50K
Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,6,0,40,United-States,Male_25–60,<=50K
State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,7,0,80,United-States,Male_25–60,>50K
Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,-2,0,40,United-States,Male_<25,<=50K
Private,9th,4,Married-civ-spouse,Craft-repair,Husband,Black,4,0,40,United-States,Male_25–60,<=50K
Local-gov,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,3,0,40,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,6,0,40,Taiwan,Male_25–60,>50K
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,6,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Private,9th,12,Divorced,Adm-clerical,Not-in-family,White,-1,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,-6,1858,40,Cambodia,Male_>60,<=50K
Private,12th,8,Never-married,Other-service,Own-child,White,6,0,23,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,4,0,22,United-States,Male_<25,<=50K
Federal-gov,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,0,0,47,United-States,Female_25–60,<=50K
Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,6,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,0,0,22,United-States,Female_>60,<=50K
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,2,0,61,United-States,Male_25–60,<=50K
Private,11th,7,Widowed,Adm-clerical,Not-in-family,White,-3,0,40,United-States,Female_>60,<=50K
Private,11th,7,Divorced,Adm-clerical,Not-in-family,Black,3505,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,2,0,40,Philippines,Female_25–60,<=50K
