workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,3852,0,39,United-States,Female_25–60,>50K
Local-gov,Some-college,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,100485,0,56,United-States,Female_25–60,>50K
Self-emp-inc,Assoc-acdm,16,Never-married,Sales,Own-child,White,-1,0,61,France,Male_25–60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,1,0,40,Honduras,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,-1,0,56,United-States,Male_25–60,<=50K
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,-6,0,40,United-States,Female_25–60,<=50K
Private,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,White,1,0,40,Portugal,Male_>60,<=50K
Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,-3,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,1,40,United-States,Male_25–60,>50K
Private,9th,4,Separated,Machine-op-inspct,Unmarried,Black,-3,0,40,Honduras,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,5,1,40,Philippines,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,2,0,40,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,2,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,White,1,0,40,United-States,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,7652,0,40,United-States,Male_25–60,>50K
Private,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,7,0,58,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,-2,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,4,0,47,United-States,Male_25–60,<=50K
Private,5th-6th,2,Married-civ-spouse,Craft-repair,Husband,White,-1,0,40,El-Salvador,Male_25–60,<=50K
Private,10th,6,Married-spouse-absent,Machine-op-inspct,Own-child,Black,0,0,40,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-5,0,40,Germany,Male_25–60,>50K
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,7597,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,-3,0,39,United-States,Male_25–60,<=50K
Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,0,0,40,United-States,Male_25–60,>50K
Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,2,0,40,United-States,Female_>60,<=50K
Private,11th,7,Divorced,Farming-fishing,Own-child,White,0,0,40,United-States,Male_<25,<=50K
Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Other-relative,White,5,0,40,Mexico,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,1,0,40,Vietnam,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,0,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,2,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,40,United-States,Male_25–60,<=50K
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,15082,0,40,United-States,Female_25–60,>50K
Private,5th-6th,4,Never-married,Handlers-cleaners,Not-in-family,White,2,0,21,United-States,Male_<25,<=50K
Private,Some-college,10,Never-married,Transport-moving,Husband,Black,5,0,47,United-States,Male_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,9,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,4,0,48,United-States,Male_25–60,<=50K
Self-emp-inc,12th,7,Married-civ-spouse,Sales,Wife,White,5,0,37,South,Female_25–60,<=50K
State-gov,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,3,0,40,United-States,Female_25–60,>50K
Self-emp-not-inc,1st-4th,4,Married-civ-spouse,Farming-fishing,Husband,White,8,0,78,United-States,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,0,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,Prof-school,15,Widowed,Prof-specialty,Husband,White,5,0,25,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,4,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,4,Never-married,Exec-managerial,Not-in-family,White,8,0,61,Ireland,Male_<25,<=50K
Private,Assoc-voc,13,Married-civ-spouse,Adm-clerical,Husband,White,3,0,40,United-States,Male_25–60,>50K
State-gov,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,-2,0,62,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,7,0,22,United-States,Female_<25,<=50K
Private,11th,14,Married-spouse-absent,Prof-specialty,Own-child,White,15062,0,40,France,Female_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,1,0,22,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,0,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,-6,0,22,United-States,Female_<25,<=50K
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,-3,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,13,Never-married,Sales,Own-child,White,-1,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Divorced,Tech-support,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,5,0,40,United-States,Female_>60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,3,0,40,Philippines,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-7,0,40,United-States,Male_>60,<=50K
Private,11th,7,Married-civ-spouse,Craft-repair,Own-child,Other,6,0,40,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,8,0,40,United-States,Male_<25,<=50K
Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,6,0,40,United-States,Female_25–60,>50K
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,5,0,40,United-States,Female_25–60,<=50K
Private,10th,7,Never-married,Other-service,Own-child,White,-2,0,37,United-States,Male_25–60,<=50K
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,15059,0,62,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,7,0,24,United-States,Male_>60,<=50K
Private,Some-college,10,Never-married,Sales,Not-in-family,White,3958,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,-6,0,61,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,13,0,61,United-States,Male_25–60,<=50K
Private,12th,7,Never-married,Machine-op-inspct,Own-child,White,8,0,23,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,-3,0,22,United-States,Female_>60,<=50K
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,1,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,1,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,3,0,40,Mexico,Male_25–60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,2,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-4,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,1,2072,55,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,1,0,114,United-States,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-3,0,59,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,1,0,40,United-States,Female_<25,<=50K
Self-emp-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,2,0,78,United-States,Male_25–60,>50K
Federal-gov,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,3,0,38,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,Other,8,0,36,Ireland,Male_<25,<=50K
Private,12th,13,Never-married,Adm-clerical,Own-child,White,-6,0,58,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,-7,0,40,Philippines,Male_25–60,<=50K
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,-3,0,40,Mexico,Male_25–60,<=50K
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,13,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,7599,0,57,Germany,Female_25–60,>50K
Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,1,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Priv-house-serv,Other-relative,Black,1,0,40,Guatemala,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,-5,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,-5,0,37,United-States,Male_<25,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,2,0,40,United-States,Male_25–60,<=50K
Local-gov,7th-8th,4,Widowed,Craft-repair,Other-relative,White,0,0,40,United-States,Female_>60,<=50K
Private,11th,7,Never-married,Sales,Other-relative,Other,2,0,40,United-States,Female_<25,<=50K
Private,Some-college,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,3,0,107,Philippines,Male_25–60,<=50K
Private,Assoc-voc,11,Never-married,Machine-op-inspct,Husband,White,0,0,40,Canada,Male_25–60,<=50K
State-gov,HS-grad,10,Divorced,Tech-support,Not-in-family,White,-2,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Masters,13,Married-civ-spouse,Sales,Husband,White,5,0,115,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,-5,0,36,United-States,Female_25–60,<=50K
Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,-6,0,40,United-States,Male_>60,<=50K
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,-1,0,61,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,4,0,40,Philippines,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Not-in-family,White,6,0,25,United-States,Female_<25,<=50K
Private,Bachelors,13,Never-married,Other-service,Own-child,White,-2,0,39,United-States,Male_<25,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,14,0,40,United-States,Female_>60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Other,7,2053,40,United-States,Female_<25,<=50K
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,-1,0,40,Mexico,Male_25–60,<=50K
Private,10th,5,Separated,Tech-support,Not-in-family,White,-8,0,40,United-States,Female_25–60,<=50K
Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,6,0,37,United-States,Male_<25,<=50K
Private,5th-6th,3,Never-married,Other-service,Other-relative,White,4,0,39,Mexico,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,-1,1,59,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,-3,0,56,United-States,Male_<25,<=50K
Private,10th,12,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,8,0,23,United-States,Female_<25,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,3763,0,57,United-States,Male_25–60,<=50K
Private,Preschool,1,Never-married,Other-service,Not-in-family,White,9,0,40,Puerto-Rico,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Other-service,Unmarried,Black,8,0,55,United-States,Female_25–60,>50K
Private,Some-college,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,1,0,37,United-States,Female_<25,<=50K
State-gov,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Husband,White,-1,0,40,United-States,Male_25–60,>50K
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,-3,0,47,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,7,0,40,United-States,Female_25–60,>50K
Private,11th,7,Married-civ-spouse,Sales,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,-13,1864,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,-3,0,40,United-States,Male_<25,<=50K
Private,Preschool,4,Separated,Machine-op-inspct,Not-in-family,White,11,0,40,France,Male_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,5,0,58,United-States,Male_25–60,<=50K
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,-1,0,40,United-States,Female_25–60,>50K
Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,3,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,3,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,-5,0,78,United-States,Male_25–60,<=50K
Private,HS-grad,10,Never-married,Adm-clerical,Own-child,White,1,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,1,0,58,United-States,Female_25–60,<=50K
Private,Assoc-voc,4,Divorced,Priv-house-serv,Unmarried,White,0,0,40,Mexico,Female_25–60,<=50K
Local-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,4,0,40,United-States,Female_<25,<=50K
State-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,3687,0,22,United-States,Female_>60,<=50K
Private,Preschool,1,Married-civ-spouse,Farming-fishing,Wife,White,5,0,37,Outlying-US(Guam-USVI-etc),Female_25–60,<=50K
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,3119,0,40,Philippines,Female_25–60,<=50K
State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,4,0,40,United-States,Male_25–60,>50K
Private,11th,7,Separated,Sales,Not-in-family,White,6,0,40,Italy,Female_25–60,<=50K
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,5,0,61,United-States,Male_25–60,<=50K
Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,0,0,25,Cambodia,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,11,0,40,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Private,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,6,0,39,United-States,Female_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,3,0,58,United-States,Male_25–60,>50K
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,0,0,40,United-States,Male_25–60,<=50K
State-gov,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,101415,0,40,United-States,Male_25–60,>50K
Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,6,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,7th-8th,4,Divorced,Sales,Unmarried,Other,1,0,39,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Adm-clerical,Own-child,White,7,1,58,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,40,Jamaica,Male_25–60,<=50K
Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Unmarried,White,3884,0,79,United-States,Female_25–60,>50K
Local-gov,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,-4,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,4,0,22,United-States,Male_<25,<=50K
Private,1st-4th,2,Never-married,Tech-support,Not-in-family,White,-5,0,40,El-Salvador,Male_25–60,<=50K
Self-emp-not-inc,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,2,0,35,Ecuador,Female_<25,<=50K
Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Unmarried,White,4,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,3531,0,40,United-States,Male_<25,<=50K
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,-1,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,-1,0,22,United-States,Female_>60,<=50K
Local-gov,Some-college,10,Never-married,Protective-serv,Unmarried,Black,-4,0,40,United-States,Female_25–60,<=50K
Private,10th,4,Widowed,Other-service,Not-in-family,White,-1,0,40,United-States,Female_>60,<=50K
Local-gov,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,19,0,40,Philippines,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,2,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,3,0,57,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,9,0,61,United-States,Male_25–60,<=50K
Private,Assoc-voc,4,Divorced,Exec-managerial,Unmarried,Black,-1,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,-2,1,61,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,9,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,-1,0,34,United-States,Female_25–60,<=50K
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Other,-2,0,40,Cuba,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,7626,0,48,United-States,Male_25–60,>50K
Private,11th,7,Married-civ-spouse,Other-service,Husband,White,7,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,4,0,56,United-States,Female_25–60,<=50K
Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,3,0,39,Mexico,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Other-service,Own-child,White,-5,0,38,United-States,Male_<25,<=50K
Private,1st-4th,4,Married-civ-spouse,Prof-specialty,Husband,Other,-4,0,40,Mexico,Male_25–60,<=50K
Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,5,0,46,United-States,Female_>60,<=50K
Private,10th,7,Never-married,Adm-clerical,Other-relative,White,10,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,5,0,40,Scotland,Male_>60,<=50K
Private,Bachelors,9,Married-civ-spouse,Adm-clerical,Wife,White,-2,0,22,United-States,Female_>60,<=50K
Private,7th-8th,4,Widowed,Other-service,Not-in-family,Black,-3,0,108,United-States,Female_>60,<=50K
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,6,0,40,Portugal,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,2,0,58,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,7,0,61,United-States,Male_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,-7,0,59,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,2,0,40,United-States,Male_25–60,<=50K
Private,10th,6,Never-married,Machine-op-inspct,Unmarried,Black,3,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Other,3,0,40,Vietnam,Female_25–60,>50K
Self-emp-not-inc,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,White,-2,0,25,United-States,Male_>60,<=50K
Private,12th,8,Never-married,Priv-house-serv,Own-child,White,4,0,22,United-States,Female_<25,<=50K
Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,8,0,40,Japan,Female_25–60,>50K
Private,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,White,-1,0,36,United-States,Male_<25,<=50K
Self-emp-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,-1,0,57,United-States,Male_25–60,<=50K
Private,1st-4th,3,Married-civ-spouse,Farming-fishing,Husband,White,-4,2077,40,Mexico,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,9,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,7,Married-civ-spouse,Tech-support,Husband,White,-3,0,47,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,3,0,40,United-States,Male_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,6,0,40,United-States,Male_>60,<=50K
Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,5,0,40,Philippines,Female_25–60,<=50K
Private,10th,16,Married-civ-spouse,Transport-moving,Husband,White,10,0,39,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,2,0,41,United-States,Male_25–60,<=50K
Federal-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,White,1,0,40,United-States,Female_25–60,<=50K
Local-gov,Masters,14,Widowed,Exec-managerial,Not-in-family,White,7537,0,40,United-States,Female_>60,>50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,12,0,37,United-States,Male_25–60,>50K
Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Wife,White,10,0,39,United-States,Male_>60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,8,0,114,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,5,0,40,United-States,Male_25–60,<=50K
Private,Prof-school,14,Married-civ-spouse,Sales,Husband,White,7626,0,40,United-States,Male_25–60,>50K
Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-3,0,40,United-States,Male_25–60,<=50K
State-gov,12th,12,Separated,Protective-serv,Not-in-family,Black,0,0,40,United-States,Female_25–60,<=50K
Private,10th,7,Divorced,Prof-specialty,Unmarried,White,6,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,1,0,79,United-States,Female_25–60,>50K
Self-emp-inc,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,110,United-States,Male_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,-1,0,40,United-States,Female_25–60,>50K
Local-gov,10th,7,Married-civ-spouse,Other-service,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,-1,0,56,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,12,0,57,United-States,Female_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,48,United-States,Male_25–60,<=50K
Private,Assoc-acdm,7,Never-married,Adm-clerical,Own-child,Other,-7,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-spouse-absent,Priv-house-serv,Unmarried,Black,0,0,37,Peru,Female_25–60,<=50K
Self-emp-inc,Assoc-voc,11,Widowed,Sales,Not-in-family,White,-4,0,36,United-States,Female_>60,<=50K
Private,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,-7,0,24,Jamaica,Female_25–60,<=50K
Private,Bachelors,16,Married-civ-spouse,Machine-op-inspct,Husband,White,3770,0,58,United-States,Male_25–60,<=50K
Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,-1,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,4,0,25,United-States,Female_<25,<=50K
Private,9th,4,Divorced,Other-service,Unmarried,White,-9,0,40,United-States,Female_25–60,<=50K
Local-gov,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,3,0,56,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,6,0,40,Mexico,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-spouse-absent,Priv-house-serv,Not-in-family,White,0,0,39,United-States,Female_>60,<=50K
Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,-2,0,23,United-States,Female_25–60,<=50K
Private,Doctorate,7,Married-civ-spouse,Craft-repair,Husband,White,9,0,57,United-States,Male_25–60,>50K
Private,9th,5,Never-married,Craft-repair,Not-in-family,White,-1,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,1,59,United-States,Male_25–60,<=50K
Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,-1,0,40,United-States,Male_25–60,>50K
Private,HS-grad,5,Never-married,Other-service,Own-child,White,1,0,36,United-States,Male_<25,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,7651,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,6,0,61,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Own-child,White,4,0,22,Japan,Female_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Private,5th-6th,3,Married-spouse-absent,Transport-moving,Not-in-family,White,0,2113,40,Mexico,Male_25–60,<=50K
